feature_name,weight,abs_weight,rank
latent_3197,0.00034712077,0.00034712077,2521
latent_4078,0.00034700963,0.00034700963,2522
latent_3696,-0.00034685445,0.00034685445,2523
latent_1110,0.00034684263,0.00034684263,2524
latent_3208,-0.0003467143,0.0003467143,2525
latent_1690,0.00034618127,0.00034618127,2526
latent_3283,-0.00034607935,0.00034607935,2527
latent_3580,0.0003457771,0.0003457771,2528
latent_1245,-0.00034556907,0.00034556907,2529
latent_3918,0.00034538505,0.00034538505,2530
latent_1960,-0.00034512876,0.00034512876,2531
latent_3763,0.00034483106,0.00034483106,2532
latent_619,-0.00034463676,0.00034463676,2533
latent_3758,-0.0003445179,0.0003445179,2534
latent_2805,-0.0003443401,0.0003443401,2535
latent_3785,0.00034430486,0.00034430486,2536
latent_3899,0.0003441221,0.0003441221,2537
latent_3460,0.0003435539,0.0003435539,2538
latent_130,0.0003420404,0.0003420404,2539
latent_2629,0.00034172376,0.00034172376,2540
latent_924,0.00034163496,0.00034163496,2541
latent_2554,-0.00034155158,0.00034155158,2542
latent_874,0.00034120295,0.00034120295,2543
latent_2467,-0.00034084517,0.00034084517,2544
latent_1916,0.00034079928,0.00034079928,2545
latent_1952,-0.00034073112,0.00034073112,2546
latent_2531,0.00033991938,0.00033991938,2547
latent_3395,-0.0003398362,0.0003398362,2548
latent_3979,-0.0003397578,0.0003397578,2549
latent_2183,0.0003396927,0.0003396927,2550
latent_2630,-0.00033944222,0.00033944222,2551
latent_1014,0.00033929656,0.00033929656,2552
latent_2220,0.00033927252,0.00033927252,2553
latent_1629,0.00033852537,0.00033852537,2554
latent_2932,-0.00033838433,0.00033838433,2555
latent_2585,0.00033705682,0.00033705682,2556
latent_899,0.0003368523,0.0003368523,2557
latent_1953,0.00033655151,0.00033655151,2558
latent_1167,-0.00033630012,0.00033630012,2559
latent_427,0.00033615297,0.00033615297,2560
latent_1781,0.0003357119,0.0003357119,2561
latent_3418,-0.0003356198,0.0003356198,2562
latent_337,-0.00033549735,0.00033549735,2563
latent_237,0.00033549,0.00033549,2564
latent_1672,-0.00033548306,0.00033548306,2565
latent_2181,0.0003353618,0.0003353618,2566
latent_918,0.00033516902,0.00033516902,2567
latent_2811,-0.0003350767,0.0003350767,2568
latent_1520,0.00033491882,0.00033491882,2569
latent_762,-0.00033488285,0.00033488285,2570
latent_2843,-0.00033476457,0.00033476457,2571
latent_2416,0.0003347021,0.0003347021,2572
latent_2665,-0.0003341961,0.0003341961,2573
latent_1219,0.00033391788,0.00033391788,2574
latent_3551,-0.00033387967,0.00033387967,2575
latent_340,0.00033320632,0.00033320632,2576
latent_1286,0.0003327568,0.0003327568,2577
latent_2119,0.00033222296,0.00033222296,2578
latent_2919,0.00033218024,0.00033218024,2579
latent_3318,-0.00033187348,0.00033187348,2580
latent_2378,0.00033152278,0.00033152278,2581
latent_476,-0.00033112886,0.00033112886,2582
latent_3101,-0.0003310907,0.0003310907,2583
latent_890,-0.00033100517,0.00033100517,2584
latent_2457,-0.00033033724,0.00033033724,2585
latent_2347,0.00033018886,0.00033018886,2586
latent_2540,-0.0003300815,0.0003300815,2587
latent_856,0.00033004035,0.00033004035,2588
latent_1546,-0.00032985068,0.00032985068,2589
latent_1968,-0.00032965143,0.00032965143,2590
latent_1241,-0.0003296154,0.0003296154,2591
latent_3812,-0.00032946307,0.00032946307,2592
latent_4076,-0.0003292393,0.0003292393,2593
latent_2511,0.00032913254,0.00032913254,2594
latent_1492,-0.00032909377,0.00032909377,2595
latent_1780,0.0003289686,0.0003289686,2596
latent_1855,0.00032855084,0.00032855084,2597
latent_1221,0.0003278734,0.0003278734,2598
latent_932,-0.00032762412,0.00032762412,2599
latent_1824,-0.00032708343,0.00032708343,2600
latent_1958,-0.00032669425,0.00032669425,2601
latent_2259,-0.00032629035,0.00032629035,2602
latent_3831,0.00032614224,0.00032614224,2603
